,CATEGORY,CONDITION,# OF UNITS,TOTAL ORIGINAL RETAIL,TOTAL CLIENT COST,AVG. UNIT CLIENT COST,AVG. UNIT RETAIL,Client Spend,"$40,000.00"
732997217795,"Maison Jules Striped Metallic Chenille Sweater, Teal Gem Co, Medium",New,1,$49.50,$49.50,$12.38,MAISON JULES-MMG,,
732997745892,bar III Womens Plaid Tapered Pants Gray 10,New,1,$79.50,$79.50,$19.88,MMG-BAR III EDI/REUNITED CLOTHING,,
732999680610,Alfani Printed Sleeveless Top Black - M,New,1,$49.50,$49.50,$12.38,ALFANI-EDI,,
732999910854,Alfani Womens Pink Gathered Long Sleeve V Neck Blouse Top Size M,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
733001916765,INC Womens Gray Ruffled Sweatshirt Size XS,New,1,$59.50,$59.50,$14.88,INC-MMG,,
733001940760,Alfani Womens Silver Skinny Wear to Work Pants Size 8,New,1,$49.99,$49.99,$12.50,ALFANI-EDI/DFA,,
733001984405,INC Womens Light Blue Short Sleeve Crew Neck T-Shirt Top Size XL,New,1,$24.50,$24.50,$6.13,INC-MMG,,
747157779679,Sequin Hearts Womens Juniors Lace Back Halter Mini Dress Navy 13,New,1,$69.00,$69.00,$17.25,MY MICHELLE,,
769137051056,LAUREN RALPH LAUREN Classic Knits Dolman Sleeve Notch Collar Capri Pants Pajama Set Pink Floral MD (US 8-10),New,1,$69.00,$69.00,$17.25,LAUREN/CAROLE HOCHMAN DESIGN INC,,
840047420382,Leyden Womens Lace Overlay Sweetheart Neck Jumpsuit Black M,New,1,$99.00,$99.00,$24.75,LEYDEN/LOVE CHARLES H LLC,,
887840250778,Emerald Sundae Womens Maroon Sequined Sleeveless Jewel Neck Short Body Con Cocktail Dress Size XL,New,1,$59.00,$59.00,$14.75,EMERALD SUNDAE,,
887903653850,"Bailey 44 Women's Blouse, Black Multi, S",New,1,$188.00,$188.00,$47.00,BAILEY 44/SISTER SAM LLC,,
,FBA16HGR918G/1ZT74T370319095237,,,,,,,,
193465416568,Free People New Dawn Jacket Black XS (Women's 0-2),New,1,$168.00,$168.00,$42.00,FREE PEOPLE/URBAN OUTFITTERS,,
614016089739,"Jill Jill Stuart Women's Two Tone Sequin Side Bow Gown, Black & Rosegold, 8",New,1,$296.98,$296.98,$74.25,Jill Jill Stuart,,
,FBA16HGSG8R6/1ZT74T370327017467,,,,,,12/1/2021,,
12214269180,"Wacoal womens Slimline Seamless Underwire Minimizer Bra, SAND, 34DD",New,1,$65.00,$65.00,$16.25,WACOAL INC,,
190383858500,Free People Ivory Penny Pull Over Flare Jeans White 26,New,1,$78.00,$78.00,$19.50,FREE PEOPLE/URBAN OUTFITTERS,,
192284716798,Planet Gold Womens Purple Sleeveless Short Sheath Cocktail Dress S,New,1,$35.99,$35.99,$9.00,PLANET GOLD CLOTHING,,
192673331342,kensie Womens Red Embroidered Floral Cap Sleeve V Neck Short Fit + Flare Party Dress Size 12,New,1,$98.00,$98.00,$24.50,KENSIE,,
193465957016,Free People Santa Clara Thermal Grey,New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
193596554139,Sequin Hearts Women's High/Low Layered-Mesh Hem Gown Rose Size 3,New,1,$159.00,$159.00,$39.75,MY MICHELLE/KELLWOOD CO,,
193768291510,1 STATE Contrast Poodle-Trim Sweater - Antiq. White XL,New,1,$99.00,$99.00,$24.75,1 STATE/BERNARD CHAUS INC,,
608926713600,"Warner's womens Flex Revolutionâ„¢ 2-ply Underwire T Shirt Bra, Rosewater, 34C US",New,1,$31.50,$31.50,$7.88,WARNERS DIV/WARNACO GROUP,,
681283333315,"Silver Jeans Co. Women's Suki Curvy Fit Mid Rise Straight Leg Jeans, Dark Indigo Rinse, 25W x 31L",New,1,$89.00,$89.00,$22.25,SILVER JEANS/WESTERN GLOVE WORK,,
689886527544,Jessica Howard Womens Black Animal Print Long Sleeve Mock Short Shift Dress Size S,New,1,$79.00,$79.00,$19.75,JESSICA HOWARD,,
707762209312,R&M Richards Womens Dress Petite Rhinestone Trim Sheath Green 10P,New,1,$129.00,$129.00,$32.25,R & M RICHARDS,,
710816030985,BCX Womens Black Zippered Floral Sleeveless Halter Mini Fit + Flare Dress Size 3,New,1,$45.99,$45.99,$11.50,BCX,,
719544850490,"b.tempt'd womens Future Foundation Panty Thong Panties, Rose Smoke, One Size US",New,1,$11.00,$11.00,$2.75,B.TEMPT'D/WACOAL AMERICA INC,,
719544916363,"Wacoal womens Basic Beauty Figure Underwire Full Coverage Bra, Zephyr, 44DDD US",New,1,$52.00,$52.00,$13.00,WACOAL INC,,
732994165099,INC Womens Black Sleeveless V Neck Top Size XL,New,1,$24.50,$24.50,$6.13,INC-MMG,,
733001450054,INC International Concepts Ruffled Star Sweatshirt Black - L,New,2,$69.50,$139.00,$34.75,INC-MMG,,
733001523673,Alfani Womens Ivory Houndstooth Long Sleeve Scoop Neck Midi Dress Size: XL,New,1,$99.50,$99.50,$24.88,ALFANI-EDI,,
733001763086,BAR III Womens Black Long Sleeve V Neck Sweater Size M,New,1,$69.50,$69.50,$17.38,BAR III-MMG,,
733001768821,INC Womens Red Crew Neck Sweater Size XL,New,1,$79.50,$79.50,$19.88,INC-MMG,,
733001820666,INC Womens Sweater Bright Sz Medium Ruffle Studded Star Pullover White M,New,1,$69.50,$69.50,$17.38,INC-MMG,,
733001916840,INC Women's Sweater Yellow Swirl Large Tie-Dyed Relaxed Fit Blue L,New,1,$69.50,$69.50,$17.38,INC-MMG,,
733002167364,Alfani Womens Light Blue Floral Jewel Neck Top Size M,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
733002167388,ALFANI Womens Aqua Printed Tunic Top Size XL,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
733002189045,ALFANI Womens Green Trench Coat Size S,New,1,$149.50,$149.50,$37.38,ALFANI-EDI,,
733002207596,Alfani Womens Brown Faux Leather Midi Accordion Pleat Skirt Size 14,New,1,$79.50,$79.50,$19.88,ALFANI-EDI,,
733002389452,Alfani Womens Purple Textured Jewel Neck Top Size L,New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
733002394609,Alfani Womens White Color Block Straight Leg Pants Size: 6,New,1,$74.50,$74.50,$18.63,ALFANI-EDI,,
733002395163,Alfani Womens Light Purple Blazer Wear to Work Jacket Size XL,New,1,$99.50,$99.50,$24.88,ALFANI-EDI,,
749709717054,Blondie Nites Womens Juniors Animal Party Mini Fit & Flare Dress Silver 3,New,1,$189.00,$189.00,$47.25,BLONDIE NITES LTD,,
769137051032,LAUREN RALPH LAUREN Classic Knits Dolman Sleeve Notch Collar Capri Pants Pajama Set Pink Floral XS (US 0-2),New,1,$69.00,$69.00,$17.25,LAUREN/CAROLE HOCHMAN DESIGN INC,,
769137051049,LAUREN RALPH LAUREN Classic Knits Dolman Sleeve Notch Collar Capri Pants Pajama Set Pink Floral SM (US 4-6),New,1,$69.00,$69.00,$17.25,LAUREN/CAROLE HOCHMAN DESIGN INC,,
794795104042,SLNY Womens Red Short Sleeve Below The Knee Sheath Cocktail Dress Plus 16W,New,1,$109.00,$109.00,$27.25,SALLY LOU FASHIONS,,
810003778680,"Foxiedox Women's Ellington Lace Dress (XS, Burgundy)",New,1,$189.00,$189.00,$47.25,FOXIEDOX,,
884094032372,LAUREN RALPH LAUREN Petite Scalloped Lace Dress Dark Fern 4P,New,1,$155.00,$155.00,$38.75,RALPH LAUREN/POLO RALPH LAUREN,,
888815744902,Connected Apparel Womens Silver Heather Sleeveless Cowl Neck Maxi Sheath Evening Dress Size 10,New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
,FBA16HGPHZ45/1ZT74T370313077866,,,,,,,,
192523575322,"Betsey Johnson Women's Printed Ruffle Hem Dress, Leopard, 2",New,1,$98.00,$98.00,$24.50,BETSEY JOHNSON,,
689886537840,"Jessica Howard Women's Shift Dress (Regular, Plus), Black/Gold, 10 Petite",New,1,$89.00,$89.00,$22.25,JESSICA HOWARD,,
,FBA16HGT0SYK/1ZT74T370322818191,,,,,,12/1/2021,,
191170255571,Trixxi Womens Black Slitted Spaghetti Strap V Neck Mini Sheath Dress Size 5,New,1,$59.00,$59.00,$14.75,TRIXXI CLOTHING COMPANY INC,,
192081211168,MSK Womens Black Solid Long Sleeve Crew Neck Short Blouson Dress Size XL,New,1,$109.00,$109.00,$27.25,JBS DRESSES LLC,,
192096429039,Jump Apparel Junior Sheath Dress Zebra Print Shimmer Black XL,New,1,$79.00,$79.00,$19.75,JUMP APPAREL,,
192523575391,"Betsey Johnson Women's Lace Shift Dress, Onyx/Skinny Dip, 2",New,1,$108.00,$108.00,$27.00,BETSEY JOHNSON,,
193465946287,Free People All Smiles Top Blue XS (Women's 0-2),New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
193596391888,Sequin Hearts Womens Navy Spaghetti Strap Square Neck Short Fit + Flare Party Dress Size 5,New,1,$79.00,$79.00,$19.75,MY MICHELLE,,
193596430570,Sequin Hearts Womens Pink Tie Front Long Sleeve V Neck Short Sheath Dress Size XL,New,1,$38.99,$38.99,$9.75,YOU BABES,,
193596430587,Sequin Hearts Womens Pink Tie Front Long Sleeve V Neck Short Sheath Dress Size S,New,1,$38.99,$38.99,$9.75,YOU BABES,,
193596430594,Sequin Hearts Womens Pink Long Sleeve Short Sheath Dress Juniors Size: XS,New,1,$38.99,$38.99,$9.75,YOU BABES,,
193596430624,Sequin Hearts Womens Juniors V Neck Fit and Flare Sweaterdress Pink M,New,1,$38.99,$38.99,$9.75,YOU BABES,,
193629015736,"kensie Women's Lace Flounce Dress (2, Peacock)",New,1,$118.00,$118.00,$29.50,KENSIE/G-III APPAREL GROUP,,
194259002981,"Dress the Population Women Haley Sleeveless Plunging Fit & Flare Pleated Party Dress, Metallic Cobalt Multi, M",New,1,$248.00,$248.00,$62.00,DRESS THE POP,,
195203442556,Vince Camuto Long Sleeve Side Tie Wrap Blouse Rich Black LG,New,1,$89.00,$89.00,$22.25,VINCE CAMUTO/BERNARD CHAUS,,
635273657158,TAHARI Womens Navy Printed Sleeveless Jewel Neck Above The Knee Sheath Evening Dress Size 8,New,1,$148.00,$148.00,$37.00,TAHARI ASL/PACIFIC ALLIANCE MFG,,
635273666402,TAHARI Womens Burgundy Tie Zippered Floral Sleeveless Halter Midi Fit + Flare Party Dress Size 8,New,1,$148.00,$148.00,$37.00,TAHARI ASL/PACIFIC ALLIANCE MFG,,
635273767093,"Tahari ASL Women's Petite Scoop Neck Tank Top, Black, PXS",New,1,$36.75,$36.75,$9.19,TAHARI ASL/PACIFIC ALLIANCE MFG,,
637348456536,BCX Womens Burgundy Long Sleeve Jewel Neck Above The Knee Fit + Flare Dress Size XXL,New,1,$41.99,$41.99,$10.50,BCX,,
661414655950,"Teeze Me Juniors' Allover-Glitter Fit & Flare Dress (0, Gold Silver)",New,1,$69.00,$69.00,$17.25,TEEZE ME,,
661414660930,Teeze Me Womens Metallic Sleeveless Off Shoulder Mini Fit Flare Party Dress-Blue Size 5,New,1,$69.00,$69.00,$17.25,TEEZE ME,,
672178592757,Eileen Fisher High-Low Organic Sweater RED Medium,New,1,$168.00,$168.00,$42.00,EILEEN FISHER,,
689886501070,Jessica Howard Womens A-Line Dress Set Plus Sparkle Midi Black 16W,New,2,$129.00,$258.00,$64.50,JESSICA HOWARD,,
696691455382,Connected Apparel Womens Velvet Midi Cocktail Dress Navy 12,New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
706256740768,INC Womens Mock Turtleneck Mesh Inset Fitted Top Black L,New,1,$39.50,$39.50,$9.88,INC-MMG,,
707762211766,Nightway Womens Navy Sequined Long Sleeve V Neck Maxi Sheath Evening Dress Size 10,New,1,$139.00,$139.00,$34.75,NIGHT WAY/R & M RICHARDS INC,,
707762240315,R&M Richards Womens Black Glitter Embellished Zippered Cap Sleeve Keyhole Maxi Mermaid Formal Dress Size 10,New,1,$129.00,$129.00,$32.25,R & M RICHARDS,,
708008589014,City Studio Womens Navy Short Sleeve Short Shift Dress Juniors 5,New,1,$52.99,$52.99,$13.25,CITY TRIANGLES-JODI KRISTOPHER,,
708008602898,City Studio Womens Lace Mini Cocktail and Party Dress Black 1,New,1,$43.99,$43.99,$11.00,CITY TRIANGLES-JODI KRISTOPHER,,
710816030985,BCX Womens Black Zippered Floral Sleeveless Halter Mini Fit + Flare Dress Size 3…,New,1,$45.99,$45.99,$11.50,BCX,,
714455200983,"Nightway Women's One Piece Laced Short Cocktail Dress,  Merlot, Size 10",New,1,$89.00,$89.00,$22.25,NIGHT WAY,,
732997910337,I.N.C. International Concepts INC Womens Burgundy Embellished Heather Long Sleeve Keyhole Sweater Size XS,New,1,$79.50,$79.50,$19.88,INC-MMG,,
732998300670,Alfani Womens Animal Print Faux Wrap Wear to Work Dress Pink (X-Large),New,1,$89.50,$89.50,$22.38,ALFANI-EDI,,
733001416548,INC Womens Bow Tie-Neck Blouse Black M,New,1,$59.50,$59.50,$14.88,INC-MMG,,
738994687463,"Maidenform Women's Plus Size Tame Your Tummy Tailored Thong, Transparent, 3X Large",New,2,$19.50,$39.00,$9.75,FLEXEES/HANESBRANDS INC,,
738994687470,"Maidenform Women's Plus Size Tame Your Tummy Tailored Thong, Transparent, 4X Large",New,1,$15.99,$15.99,$4.00,Maidenform,,
883806175451,LAUREN RALPH LAUREN Womens Plus Hollynn Ruched Cocktail Dress Black 14,New,1,$155.00,$155.00,$38.75,LAUREN/POLO RALPH LAUREN,,
887903654635,"Bailey 44 Women's Single Button, Collared Blazer, Black, 4",New,1,$271.60,$271.60,$67.90,Bailey 44,,
887903654659,"Bailey 44 Women's Single Button, Collared Blazer, Black, 8",New,1,$271.60,$271.60,$67.90,Bailey 44,,
887903677580,"Bailey 44 Women's Blouse, Eggshell, M",New,1,$133.50,$133.50,$33.38,Bailey 44,,
888815848754,Connected Apparel Womens Sequined Lace Evening Dress Green 14,New,1,$99.00,$99.00,$24.75,CONNECTED APPAREL COMPANY LLC,,
,FBA16HGX8WGX/1ZT74T370311099999,,,,,,,,
689886464580,"Jessica Howard Women's Butterfly Sleeve Hi-Low Maxi Dress, Cobalt, 14",New,1,$99.00,$99.00,$24.75,JESSICA HOWARD/G-III APPAREL GROUP,,
719544932042,"Wacoal Women's Light and Lacy Camisole, mesa Rose, Small",New,1,$32.00,$32.00,$8.00,WACOAL INC,,
192523671529,"Betsey Johnson Women's Sheath Dress with V Back, Red Leopard, 14",New,1,$89.00,$89.00,$22.25,BETSEY JOHNSON,,
,FBA16HGZ61XN/1ZT74T370331338353,,,,,,12/1/2021,,
191170255700,Trixxi Womens Black Floral Spaghetti Strap Square Neck Short Fit + Flare Cocktail Dress Size 13,New,1,$69.00,$69.00,$17.25,TRIXXI CLOTHING COMPANY INC,,
191837168640,X by Xscape Womens Ruffled Knee Length Sheath Dress Green 14,New,1,$109.00,$109.00,$27.25,X BY XSCAPE,,
192081239902,MSK Womens Sequin Stretch Shirtdress Black XL,New,1,$109.00,$109.00,$27.25,JBS DRESSES LLC,,
192087159990,Be Bop Sheath Dress Small Junior Paisley Twist-Front Black S,New,1,$21.99,$21.99,$5.50,BEBOP,,
193481338592,Eileen Fisher Womens Sweater Long Open Front Cardigan Blue XXS,New,1,$318.00,$318.00,$79.50,EILEEN FISHER,,
193596430587,Sequin Hearts Womens Pink Tie Front Long Sleeve V Neck Short Sheath Dress Size S,New,1,$38.99,$38.99,$9.75,YOU BABES,,
194374006208,Free People Women's Forever Your Girl Drape Babydoll Top White Sz XL,New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
650868844515,BCX Womens Blue Sleeveless Asymmetrical Neckline Short Sheath Dress Size S,New,1,$59.00,$59.00,$14.75,BCX,,
689886482737,Jessica Howard Womens Floral Print Gathered Cocktail Dress Black 14,New,1,$99.00,$99.00,$24.75,JESSICA HOWARD,,
689886482751,	Jessica Howard Womens Floral Print Gathered Cocktail Dress Black 10,New,1,$99.00,$99.00,$24.75,JESSICA HOWARD,,
689886510973,Jessica Howard Women's Dress Plus A-Line Floral Skirt Black 20W,New,1,$109.00,$109.00,$27.25,JESSICA HOWARD,,
689886511024,"Jessica Howard Womens Petite Floral Long Sleeve Boat Neck Evening Dress, Black/Red, 12",New,1,$396.00,$396.00,$99.00,JESSICA HOWARD/G-III APPAREL GROUP,,
708008592748,City Studio Womens Arcadia Cocktail Bow Fit & Flare Dress Red 7,New,1,$69.00,$69.00,$17.25,CITY TRIANGLES-JODI KRISTOPHER,,
708008598740,City Studio Womens Gold Sleeveless Short Tulip Cocktail Dress Juniors Size: 15,New,1,$69.00,$69.00,$17.25,CITY TRIANGLES-JODI KRISTOPHER,,
732999457670,Alfani Womens Green Midi Accordion Pleat Wear to Work Skirt Size M,New,1,$79.50,$79.50,$19.88,ALFANI-EDI,,
732999457687,Alfani Womens Green Midi Accordion Pleat Skirt Size: L,New,1,$79.50,$79.50,$19.88,ALFANI-EDI,,
733001521365,Alfani Womens Maroon Houndstooth Long Sleeve Surplice Neckline Below The Knee Wrap Dress 16,New,1,$99.50,$99.50,$24.88,ALFANI-EDI,,
733001760436,INC Womens Brown Turtle Neck Top Size XL,New,1,$29.50,$29.50,$7.38,INC-MMG,,
733001768814,INC Womens Red Crew Neck Sweater Size L,New,1,$79.50,$79.50,$19.88,INC-MMG,,
733001820673,INC Womens White Ruffled Printed Long Sleeve Top Size L,New,1,$69.50,$69.50,$17.38,INC-MMG,,
733001916741,INC Womens Yellow Sweatshirt Size L,New,1,$59.50,$59.50,$14.88,INC-MMG,,
733001916833,INC Womens Light Blue Crew Neck Top Size M,New,1,$69.50,$69.50,$17.38,INC-MMG,,
733001993278,Alfani Womens Blue Tea-Length Accordion Pleat Evening Skirt Plus Size: XXL,New,1,$74.50,$74.50,$18.63,ALFANI-EDI,,
733001993339,Alfani Womens Purple Tea-Length Accordion Pleat Skirt Size: XXL,New,1,$74.50,$74.50,$18.63,ALFANI-EDI,,
733002021376,ALFANI Womens Light Blue Printed Long Sleeve Jewel Neck Trapeze Top Size M,New,1,$64.50,$64.50,$16.13,ALFANI-EDI,,
733002168224,Alfani Womens Purple Sleeveless Crew Neck Midi Fit + Flare Dress Size S,New,1,$99.50,$99.50,$24.88,ALFANI-EDI,,
733002178179,ALFANI Womens Brown Faux Suede Jacket Size XXL,New,1,$129.50,$129.50,$32.38,ALFANI-EDI,,
733002189052,ALFANI Womens Green Trench Coat Size M,New,1,$149.50,$149.50,$37.38,ALFANI-EDI,,
733002383313,Alfani Womens White Color Block Crew Neck Top Size M,New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
733002383320,Alfani Womens White Gathered Color Block Short Sleeve Crew Neck Top Size L,New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
733002383337,Alfani Womens Black Gathered Color Block Short Sleeve Crew Neck Top Size XL,New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
733002389094,Alfani Womens Light Blue Pouf Boat Neck Top Size L,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
733002499335,Alfani Womens Beige Cropped Pants 14,New,1,$69.50,$69.50,$17.38,ALFANI-EDI/DFA,,
749709732811,Blondie Womens Black Shimmering Spaghetti Strap Sweetheart Neckline Mini Fit + Flare Evening Dress Size 3,New,1,$189.00,$189.00,$47.25,BLONDIE NITES LTD,,
794795104486,SLNY Womens Green Embellished Zippered 3/4 Sleeve Scoop Neck Above The Knee Sheath Cocktail Dress Size 10,New,1,$129.00,$129.00,$32.25,SALLY LOU FASHIONS/S L FASHIONS,,
794795105865,SLNY Womens Black Ruffled Short Sleeve Jewel Neck Mini Fit + Flare Cocktail Dress Size 6,New,1,$99.00,$99.00,$24.75,SALLY LOU FASHIONS/S L FASHIONS,,
840047424915,Leyden Womens Pink Short Sleeve Tea-Length Blouson Formal Dress Juniors XL,New,1,$89.00,$89.00,$22.25,LEYDEN/LOVE CHARLES H LLC,,
840047425332,Leyden Womens Animal Mini Wrap Skirt Black S,New,1,$69.00,$69.00,$17.25,LEYDEN/LOVE CHARLES H LLC,,
889648469185,ROBBIE BEE Womens Black Embroidered 3/4 Sleeve Jewel Neck Above The Knee Sheath Wear to Work Dress Size PS,New,1,$89.00,$89.00,$22.25,ROBBIE BEE/ZG APPAREL GROUP LLC,,
,FBA16HH5D566/1ZT74T370310377172,,,,,,,,
689886464603,"Jessica Howard Women's Butterfly Sleeve Hi-Low Maxi Dress, Cobalt, 10",New,1,$99.00,$99.00,$24.75,JESSICA HOWARD/G-III APPAREL GROUP,,
794795101300,"S.L. Fashions Women's Velvet Beaded High Neck Dress, Black, 10",New,1,$129.00,$129.00,$32.25,SALLY LOU FASHIONS/S L FASHIONS,,
689886636222,"Jessica Howard Women's Fit and Flare Dress (Regular, Plus), Black/Wine, 14 Petite",New,1,$99.00,$99.00,$24.75,JESSICA HOWARD/G-III APPAREL GROUP,,
,FBA16HH3R53N/1ZT74T370382337455,,,,,,12/1/2021,,
190392629917,7 For All Mankind Womens Alexa Cropped Wide Leg Ankle Jeans Brown 26,New,1,$195.00,$195.00,$48.75,7 FOR ALL MANKIND/V F CORPORATION,,
190553729869,Elie Tahari Womens Marcia Jacquard Office Wear Pants Black-Ivory 6,New,1,$298.00,$298.00,$74.50,ELIE TAHARI LTD,,
191170237768,"Trixxi Juniors' Faux-Wrap Midi Dress (XXS, Black Floral)",New,1,$44.99,$44.99,$11.25,TRIXXI CLOTHING COMPANY INC,,
191837173484,Xscape Womens Off-The-Shoulder Hi-Low Midi Dress Purple 14,New,1,$219.00,$219.00,$54.75,XSCAPE EVENINGS LTD,,
193465416575,Free People New Dawn Jacket Black SM (Women's 4-6),New,1,$168.00,$168.00,$42.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465587527,"Free People Morning Song Print Maxi Dress (Ivory, XS)",New,1,$118.00,$118.00,$29.50,FREE PEOPLE/URBAN OUTFITTERS,,
193465631428,"Free People Women's Moonbeam Alpaca Sweater, Prairie Rose, Pink, Small",New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374042251,Free People Bright Lights Cami Red L,New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374132600,Free People Womens Common Thread Blanket Stitch Rectangle Scarf Black O/S,New,1,$58.00,$58.00,$14.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374170138,Free People Women's Southport Oversized Beach Cardigan in Grains Combo Medium,New,1,$148.00,$148.00,$37.00,FREE PEOPLE/URBAN OUTFITTERS,,
195191202637,Free People Phoenix Coated Skinny Jeans Silver 28,New,1,$35.07,$35.07,$8.77,FREE PEOPLE/URBAN OUTFITTERS,,
636206502361,Maison Jules Womens Lou Lou Mid Rise Cuffed Ankle Pants Blue 4,New,1,$24.99,$24.99,$6.25,MAISON JULES-MMG,,
660032681679,One Clothing Women's T-Shirt Dress Medium Tiered Tie Dye Gray M,New,1,$27.99,$27.99,$7.00,ONE CLOTHING,,
707762154612,MORGAN & CO Womens Black Sleeveless Maxi Fit + Flare Formal Dress 1,New,1,$129.00,$129.00,$32.25,MORGAN & CO,,
710816031029,BCX Womens Red Zippered Floral Sleeveless Halter Mini Fit + Flare Dress Size 11,New,1,$45.99,$45.99,$11.50,BCX,,
726895292381,Maison Jules Womens Lou Lou Mid Rise Cuffed Ankle Pants Navy 4,New,2,$24.99,$49.98,$12.50,MAISON JULES-MMG,,
732996909851,Maison Jules Women's Crewneck 3/4-Sleeve Sweater Pink Large,New,1,$19.99,$19.99,$5.00,MAISON JULES-MMG,,
732997620465,I N C Tapered Drawstring Cargo Pants Deep Black 6,New,1,$79.50,$79.50,$19.88,INC-MMG,,
732997722176,INC Womens V-Neck Ribbed Pullover Top Blue S,New,1,$29.50,$29.50,$7.38,INC-MMG,,
732997722190,INC Womens V-Neck Ribbed Pullover Top Blue L,New,1,$29.50,$29.50,$7.38,INC-MMG,,
732997929766,INC Womens Puff Sleeves V-Neck Tunic Sweater Red L,New,1,$79.50,$79.50,$19.88,INC-MMG,,
732998093626,INC Womens Velvet Puff Sleeves Wrap Dress Silver L,New,1,$119.50,$119.50,$29.88,INC-MMG,,
732998394181,bar III Womens Eyelet V Neck Crop Sweater Pink XS,New,1,$69.50,$69.50,$17.38,BAR III-MMG,,
732998433859,"Maison Jules Printed Ponte-Knit Pants,Black DOT M",New,1,$49.50,$49.50,$12.38,MAISON JULES-MMG,,
732998657781,"Maison Jules Womens Printed Double-Hem Split-Neck Dress, Navy, Size XL",New,1,$79.50,$79.50,$19.88,MAISON JULES-MMG,,
732998795476,Maison Jules Womens Pink Striped Short Sleeve Crew Neck T-Shirt Size: M,New,1,$39.50,$39.50,$9.88,MAISON JULES-MMG,,
732999100972,INC Womens Beige Animal Print Short Sleeve Crew Neck T-Shirt Top Size M,New,1,$29.50,$29.50,$7.38,INC-MMG,,
733001754114,INC Womens Pink Ruffled Sleeveless Cowl Neck Wide Leg Party Jumpsuit Size 10,New,1,$119.50,$119.50,$29.88,INC-MMG,,
733001780038,INC Women's Sweater Medium Cold Shoulder Fringe Pullover Black M,New,1,$89.50,$89.50,$22.38,INC-MMG,,
733001820819,INC Womens Navy Embellished Short Sleeve Crew Neck T-Shirt Top Size M,New,1,$59.50,$59.50,$14.88,INC-MMG,,
733002389322,Alfani Womens Light Blue Tie Front Printed 3/4 Sleeve Boat Neck Top Size: M,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
733002389339,Alfani Womens Light Blue Long Sleeve Boat Neck Top Size L,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
738994687456,"Maidenform Women's Plus Size Tame Your Tummy Tailored Thong, Transparent, 2X Large",New,1,$19.50,$19.50,$4.88,FLEXEES/HANESBRANDS INC,,
